0.000000,0.568996,0.567278,0.563610,0.562310,0.574131
1.000000,0.571042,0.569093,0.564479,0.563018,0.577799
2.000000,0.573514,0.570174,0.565531,0.563514,0.577413
3.000000,0.576216,0.571332,0.566525,0.564028,0.579151
4.000000,0.577490,0.572664,0.567529,0.564672,0.578958
5.000000,0.579266,0.574131,0.568658,0.565418,0.583012
6.000000,0.581274,0.576158,0.569739,0.566255,0.587838
7.000000,0.582780,0.578147,0.570869,0.567085,0.584942
8.000000,0.583938,0.580077,0.572124,0.568031,0.584942
9.000000,0.586873,0.582181,0.573996,0.569273,0.593629
10.000000,0.589768,0.584517,0.575898,0.570579,0.597490
11.000000,0.593050,0.587162,0.578127,0.572040,0.604247
12.000000,0.596525,0.589653,0.579913,0.573571,0.602317
13.000000,0.601544,0.592741,0.582037,0.575264,0.610039
14.000000,0.604826,0.595849,0.584257,0.576969,0.610039
15.000000,0.607915,0.598842,0.586486,0.578719,0.612934
16.000000,0.610039,0.601544,0.588851,0.580341,0.614865
17.000000,0.613707,0.605116,0.591631,0.582284,0.620656
18.000000,0.616023,0.608784,0.594431,0.584344,0.621622
19.000000,0.618147,0.611486,0.596834,0.586493,0.620656
20.000000,0.619112,0.613514,0.599015,0.588436,0.617761
21.000000,0.620077,0.615058,0.601110,0.590438,0.619691
22.000000,0.619884,0.616795,0.603224,0.592207,0.619691
23.000000,0.618340,0.617181,0.604961,0.593752,0.613900
24.000000,0.618919,0.618533,0.607191,0.595682,0.623552
25.000000,0.619691,0.619402,0.609122,0.597458,0.621622
26.000000,0.618919,0.619498,0.610521,0.599067,0.615830
27.000000,0.617181,0.618533,0.611824,0.600598,0.611004
28.000000,0.617375,0.617857,0.613320,0.602239,0.614865
29.000000,0.615444,0.617181,0.614334,0.603616,0.613900
30.000000,0.615444,0.617568,0.615541,0.605199,0.621622
31.000000,0.616602,0.617761,0.616409,0.606660,0.621622
32.000000,0.618533,0.617857,0.617326,0.608102,0.620656
33.000000,0.619884,0.618629,0.617905,0.609517,0.621622
34.000000,0.621622,0.618533,0.618533,0.610972,0.622587
35.000000,0.621622,0.618533,0.618967,0.612259,0.621622
36.000000,0.624324,0.620463,0.619981,0.613835,0.635135
37.000000,0.629344,0.623938,0.621236,0.615862,0.645753
38.000000,0.635907,0.627896,0.622876,0.618179,0.654440
39.000000,0.644015,0.632819,0.625000,0.620495,0.663127
40.000000,0.654247,0.637934,0.627751,0.623005,0.672780
41.000000,0.662162,0.643243,0.630502,0.625354,0.674710
42.000000,0.669112,0.649228,0.633542,0.627960,0.680502
43.000000,0.676834,0.656371,0.637500,0.630727,0.693050
44.000000,0.683591,0.663803,0.641168,0.633623,0.696911
45.000000,0.688224,0.671236,0.644884,0.636390,0.695946
46.000000,0.691892,0.677027,0.648745,0.638996,0.693050
47.000000,0.695367,0.682239,0.653089,0.641570,0.697876
48.000000,0.697683,0.687259,0.657577,0.644337,0.704633
49.000000,0.701158,0.692375,0.662597,0.647458,0.714286
50.000000,0.708687,0.698456,0.668195,0.651319,0.733591
51.000000,0.716795,0.704344,0.673793,0.655116,0.733591
52.000000,0.724903,0.710135,0.679681,0.659073,0.738417
53.000000,0.731081,0.714382,0.685376,0.663127,0.735521
54.000000,0.734749,0.717954,0.690878,0.666763,0.732625
55.000000,0.735907,0.722297,0.696766,0.670689,0.739382
56.000000,0.735328,0.726062,0.701544,0.674517,0.730695
57.000000,0.725097,0.725000,0.703620,0.677059,0.687259
58.000000,0.712355,0.721718,0.704488,0.678958,0.671815
59.000000,0.699614,0.717181,0.704778,0.680792,0.668919
60.000000,0.689961,0.712934,0.705695,0.683108,0.691120
61.000000,0.685907,0.710618,0.707481,0.686068,0.710425
62.000000,0.690541,0.707819,0.708977,0.689060,0.710425
63.000000,0.695367,0.703861,0.709122,0.691538,0.695946
64.000000,0.702124,0.700869,0.709411,0.694208,0.702703
65.000000,0.706178,0.698069,0.710183,0.697201,0.711390
66.000000,0.703861,0.694884,0.710473,0.699324,0.698842
67.000000,0.703475,0.697008,0.711004,0.701416,0.708494
68.000000,0.703668,0.699517,0.710618,0.702831,0.696911
69.000000,0.702896,0.702510,0.709846,0.704022,0.698842
70.000000,0.702510,0.704344,0.708639,0.705245,0.709459
71.000000,0.702896,0.703378,0.706998,0.706113,0.700772
72.000000,0.702510,0.702992,0.705405,0.706982,0.706564
73.000000,0.702896,0.703282,0.703571,0.707175,0.698842
74.000000,0.704054,0.703475,0.702172,0.707432,0.704633
75.000000,0.704826,0.703668,0.700869,0.708012,0.713320
76.000000,0.705019,0.703958,0.699421,0.708301,0.701737
77.000000,0.703475,0.702992,0.700000,0.708333,0.698842
78.000000,0.706564,0.704730,0.702124,0.708655,0.714286
79.000000,0.709653,0.706853,0.704681,0.708848,0.720077
80.000000,0.711583,0.708205,0.706274,0.708494,0.722973
81.000000,0.716795,0.710907,0.707143,0.708301,0.727799
82.000000,0.718726,0.711100,0.707046,0.707304,0.708494
83.000000,0.716795,0.711680,0.707481,0.706274,0.704633
84.000000,0.712548,0.711100,0.707288,0.705148,0.698842
85.000000,0.706950,0.709266,0.706467,0.703668,0.694981
86.000000,0.700579,0.708687,0.706322,0.702510,0.695946
87.000000,0.696911,0.707819,0.705405,0.702606,0.690154
88.000000,0.694015,0.705405,0.705068,0.703218,0.690154
89.000000,0.694208,0.703378,0.705116,0.704247,0.699807
90.000000,0.695367,0.701158,0.704681,0.704569,0.700772
